llm,id,dataset,prompt,similarity
gpt,2000_739722,essays,SG,0.9673234384173226
gpt,1999_946196,essays,SG,0.9839597031815059
gpt,1998_762608,essays,SG,0.9776008233272782
gpt,1998_074464,essays,SG,0.9915206870999597
gpt,1998_324101,essays,SG,0.9820376838815997
gpt,2002_381292,essays,SG,0.9867653052095096
gpt,1999_973303,essays,SG,0.979984130853973
gpt,1997_059580,essays,SG,0.9615142712960139
gpt,2002_838530,essays,SG,0.9618669984949981
gpt,2004_35,essays,SG,0.9725124367689296
gpt,2002_058891,essays,SG,0.9841380079714888
gpt,2000_811126,essays,SG,0.9790973893785805
gpt,1997_821162,essays,SG,0.9822060417370808
gpt,1999_780103,essays,SG,0.9756713460794678
gpt,1998_623903,essays,SG,0.9625820505977751
gpt,2003_192,essays,SG,0.9923794802960075
gpt,2003_392,essays,SG,0.9829264724125936
gpt,1998_476356,essays,SG,0.9803411378078929
gpt,1999_555952,essays,SG,0.9864875452161346
gpt,2003_365,essays,SG,0.9925139888397844
gpt,1999_518635,essays,SG,0.9655042141157698
gpt,2003_394,essays,SG,0.9836871763664696
gpt,1999_419686,essays,SG,0.9805624874352447
gpt,1997_435972,essays,SG,0.9909793257026707
gpt,2000_954075,essays,SG,0.9825115212890082
gpt,1998_891388,essays,SG,0.9844850694339846
gpt,1998_959060,essays,SG,0.9680978761559762
gpt,1999_974896,essays,SG,0.9749390718282542
gpt,2004_323,essays,SG,0.9782737618729821
gpt,2000_399465,essays,SG,0.9905385441673591
gpt,2003_131,essays,SG,0.9807066653689107
gpt,2003_30,essays,SG,0.9738710860270111
gpt,1997_459891,essays,SG,0.9529222018645387
gpt,1999_116775,essays,SG,0.994558767511967
gpt,1999_031708,essays,SG,0.9636010034894349
gpt,2000_693765,essays,SG,0.9857561314611178
gpt,2003_246,essays,SG,0.9848346389633745
gpt,1999_975769,essays,SG,0.9609407719646192
gpt,1997_806274,essays,SG,0.9690886713400215
gpt,1997_416158,essays,SG,0.9663143302906012
gpt,2003_396,essays,SG,0.9696801694800995
gpt,2000_931061,essays,SG,0.9739504549540157
gpt,1997_592869,essays,SG,0.9829464841519202
gpt,2000_392315,essays,SG,0.9789898239452476
gpt,2000_489004,essays,SG,0.991884064664333
gpt,1999_539859,essays,SG,0.9671248125960477
gpt,1997_835686,essays,SG,0.9568685092122987
gpt,2004_50,essays,SG,0.9779319165824369
gpt,1998_898988,essays,SG,0.988545792908637
gpt,2004_359,essays,SG,0.9882357717380016
gpt,2004_62,essays,SG,0.9718209798727878
gpt,2004_385,essays,SG,0.9800848258954432
gpt,2004_47,essays,SG,0.9746186250949039
gpt,2004_482,essays,SG,0.98561196703834
gpt,2000_874178,essays,SG,0.973795360112748
gpt,1997_954441,essays,SG,0.98387614843562
gpt,2000_912341,essays,SG,0.9824304706265108
gpt,1997_012750,essays,SG,0.9859994894684562
gpt,2004_203,essays,SG,0.9857601361379789
gpt,2004_235,essays,SG,0.9854302757192333
gpt,1999_543655,essays,SG,0.977768319375634
gpt,2003_126,essays,SG,0.9815658013190315
gpt,2003_373,essays,SG,0.9670216237789915
gpt,1999_697937,essays,SG,0.9806744516877679
gpt,2003_278,essays,SG,0.9516781778538691
gpt,1998_937597,essays,SG,0.9713619586450906
gpt,1999_839013,essays,SG,0.9794791762784836
gpt,2002_912232,essays,SG,0.9840661659136561
gpt,1999_919095,essays,SG,0.9927882672798855
gpt,1999_919150,essays,SG,0.9710495949213779
gpt,1997_477159,essays,SG,0.961590896140162
gpt,1998_695943,essays,SG,0.9857672592030648
gpt,2000_975545,essays,SG,0.9803308286426043
gpt,1999_701420,essays,SG,0.9767958145299032
gpt,2000_851590,essays,SG,0.9561983458846051
gpt,2003_557,essays,SG,0.9905747366083313
gpt,2004_347,essays,SG,0.9743940562670618
gpt,2002_717530,essays,SG,0.9646697909366728
gpt,1999_812401,essays,SG,0.9760718659901839
gpt,2004_113,essays,SG,0.9804069195689098
gpt,2000_894718,essays,SG,0.9834538194265295
gpt,2002_078994,essays,SG,0.9800371331213369
gpt,1999_892501,essays,SG,0.9845069488282001
gpt,2004_233,essays,SG,0.9827480718300616
gpt,2004_26,essays,SG,0.9742362682363346
gpt,2003_91,essays,SG,0.9834310091785838
gpt,1998_194376,essays,SG,0.9808922482485063
gpt,1997_991961,essays,SG,0.9651575687386855
gpt,2000_952164,essays,SG,0.9813250044942139
gpt,1999_559897,essays,SG,0.9752139981565235
gpt,1997_696062,essays,SG,0.9779670727634507
gpt,2000_434142,essays,SG,0.9765727863973329
gpt,1997_816150,essays,SG,0.9871294286423538
gpt,2000_758465,essays,SG,0.9892598067479396
gpt,2002_637171,essays,SG,0.9858113822206087
gpt,2004_163,essays,SG,0.980321556249945
gpt,1997_878422,essays,SG,0.9758133597459443
gpt,2000_766519,essays,SG,0.9864413683631138
gpt,2000_670361,essays,SG,0.9873343184119131
gpt,1998_889934,essays,SG,0.9827502453793359
gpt,2003_176,essays,SG,0.9689060213853932
gpt,1997_652904,essays,SG,0.9018266536166634
gpt,2002_013073,essays,SG,0.9624100719024751
gpt,1998_953943,essays,SG,0.9722293490565042
gpt,2003_335,essays,SG,0.9893111213517134
gpt,2003_38,essays,SG,0.9858349454939038
gpt,2004_404,essays,SG,0.984623991114574
gpt,1998_631209,essays,SG,0.9747851173729158
gpt,1999_872645,essays,SG,0.9824783251550485
gpt,2000_934269,essays,SG,0.9861712632929529
gpt,1999_735895,essays,SG,0.9784949927225935
gpt,2002_843716,essays,SG,0.9379143603260336
gpt,2000_634121,essays,SG,0.982579260327361
gpt,1998_793662,essays,SG,0.9814547678435138
gpt,1998_656677,essays,SG,0.980440776074103
gpt,1998_593630,essays,SG,0.9828440480157852
gpt,1997_688160,essays,SG,0.9880582427929028
gpt,2000_738753,essays,SG,0.989582503711744
gpt,1997_917937,essays,SG,0.9822217449106564
gpt,2003_397,essays,SG,0.9878542894059474
gpt,2002_050001,essays,SG,0.9879821224941077
gpt,2000_220258,essays,SG,0.9863536451977438
gpt,1998_491828,essays,SG,0.9821444488028992
gpt,1997_791837,essays,SG,0.9848391821626064
gpt,2000_711990,essays,SG,0.9711836652592762
gpt,1997_872817,essays,SG,0.9786936700541091
gpt,1999_737251,essays,SG,0.9835024707536464
gpt,1999_556110,essays,SG,0.9806431844374921
gpt,1999_073763,essays,SG,0.9468331613639189
gpt,2000_761809,essays,SG,0.9828876992851326
gpt,2000_673542,essays,SG,0.9757857325742132
gpt,2002_712420,essays,SG,0.986515467356394
gpt,2003_21,essays,SG,0.9668863311204396
gpt,2004_493,essays,SG,0.9800837472615226
gpt,1997_956061,essays,SG,0.9684185198028636
gpt,2004_25,essays,SG,0.9865189951871516
gpt,2000_457131,essays,SG,0.9647720288556165
gpt,2004_362,essays,SG,0.9875278328985282
gpt,2002_653762,essays,SG,0.9747332293500242
gpt,2000_129591,essays,SG,0.975267978785367
gpt,2003_93,essays,SG,0.9775020450796899
gpt,2002_972407,essays,SG,0.9846538284406874
gpt,1998_125780,essays,SG,0.9658146345310721
gpt,1998_870332,essays,SG,0.9822139044696337
gpt,2003_31,essays,SG,0.985373639488349
gpt,2000_950082,essays,SG,0.9642264769430585
gpt,1998_853723,essays,SG,0.9801191952499806
gpt,1997_558185,essays,SG,0.9810445382598327
gpt,2004_237,essays,SG,0.9885980895549966
gpt,2000_872110,essays,SG,0.9760036214220498
gpt,2002_091020,essays,SG,0.9657771240894845
gpt,2003_484,essays,SG,0.9810326990050149
gpt,2004_195,essays,SG,0.9745038695321439
gpt,1998_959671,essays,SG,0.9918306489224777
gpt,2003_291,essays,SG,0.9823153960333768
gpt,1999_815617,essays,SG,0.9739744012327809
gpt,2004_198,essays,SG,0.9818828190443726
gpt,2000_705533,essays,SG,0.9739222783535496
gpt,2003_197,essays,SG,0.9855547447947319
gpt,2000_891125,essays,SG,0.9869474744682598
gpt,2002_075649,essays,SG,0.9657105299924742
gpt,1999_633265,essays,SG,0.9780685925098012
gpt,2000_670567,essays,SG,0.9875240414582105
gpt,2004_130,essays,SG,0.9714121586683773
gpt,2003_58,essays,SG,0.9910456240875569
gpt,2003_369,essays,SG,0.9851805770775025
gpt,2000_997950,essays,SG,0.976338869611062
gpt,1998_995489,essays,SG,0.9788169521274862
gpt,2003_514,essays,SG,0.9845905430780626
gpt,2000_638334,essays,SG,0.9911863815167008
gpt,2003_282,essays,SG,0.9856220604539088
gpt,1999_639076,essays,SG,0.9693439755362943
gpt,1999_787498,essays,SG,0.9737084468431398
gpt,2000_571000,essays,SG,0.9767710068968377
gpt,1999_519273,essays,SG,0.9860827856277514
gpt,2000_165339,essays,SG,0.9774234313011605
gpt,2003_202,essays,SG,0.9811806266401086
gpt,2004_382,essays,SG,0.9908851641380347
gpt,1998_518720,essays,SG,0.9623113223700075
gpt,2004_355,essays,SG,0.9819032196377908
gpt,1999_890093,essays,SG,0.9721507788665047
gpt,1997_677293,essays,SG,0.9870348013112917
gpt,2000_089261,essays,SG,0.9868425382880249
gpt,1999_059843,essays,SG,0.9849651096252243
gpt,2000_551702,essays,SG,0.9843331186141188
gpt,1999_919820,essays,SG,0.9842224328796861
gpt,1999_701409,essays,SG,0.9716213534886973
gpt,1999_578241,essays,SG,0.9841244188251944
gpt,2003_254,essays,SG,0.9799866768876032
gpt,2002_107435,essays,SG,0.9715539848588002
gpt,1999_855558,essays,SG,0.9744241414849193
gpt,2004_334,essays,SG,0.9643224971072992
gpt,2003_199,essays,SG,0.9905819863183484
gpt,2003_90,essays,SG,0.9667931601036357
gpt,2003_249,essays,SG,0.9624111328206633
gpt,2004_483,essays,SG,0.9889886497445018
gpt,2000_555854,essays,SG,0.9907077476477848
gpt,2003_315,essays,SG,0.9910270332732565
gpt,1998_859490,essays,SG,0.9872634288153416
gpt,2000_426306,essays,SG,0.9753061674075734
gpt,2002_593941,essays,SG,0.9707664546227053
gpt,2000_845859,essays,SG,0.9850953140940246
gpt,2004_141,essays,SG,0.9891746194808166
gpt,1999_534553,essays,SG,0.9746725479242097
gpt,2004_461,essays,SG,0.9703553773407486
gpt,2004_38,essays,SG,0.9816142731076001
gpt,2000_632019,essays,SG,0.9791820185567758
gpt,2000_892887,essays,SG,0.971497622827905
gpt,2000_939950,essays,SG,0.9883788379974555
gpt,2004_316,essays,SG,0.9790571755023911
gpt,1999_617565,essays,SG,0.9772703322403533
gpt,1999_026284,essays,SG,0.9837060059814579
gpt,2000_877296,essays,SG,0.9943407515184443
gpt,2000_493416,essays,SG,0.9944299463303518
gpt,1999_710269,essays,SG,0.9788751815872513
gpt,2000_681563,essays,SG,0.9733661243001637
gpt,2004_129,essays,SG,0.9784106119324274
gpt,1998_830292,essays,SG,0.9888066175169439
gpt,2004_36,essays,SG,0.982588463940876
gpt,2002_671391,essays,SG,0.9817291507244714
gpt,2003_412,essays,SG,0.9698035833174217
gpt,2000_592197,essays,SG,0.9754511688116841
gpt,1997_971112,essays,SG,0.8645876724640965
gpt,2000_228423,essays,SG,0.9766053294815412
gpt,1999_680873,essays,SG,0.987440368252629
gpt,2002_678172,essays,SG,0.9776746232027718
gpt,2004_455,essays,SG,0.9696573065494027
gpt,2002_735955,essays,SG,0.9845881419259989
gpt,2003_60,essays,SG,0.9753857390792269
gpt,1998_557358,essays,SG,0.9925290505466229
gpt,1997_147396,essays,SG,0.9806347771255919
gpt,2004_15,essays,SG,0.9751414658504932
gpt,2000_637256,essays,SG,0.9815738182729705
gpt,2000_733409,essays,SG,0.9796430335630482
gpt,1999_632096,essays,SG,0.9751883546505015
gpt,2000_018694,essays,SG,0.9729631041591582
gpt,1999_748492,essays,SG,0.9673345720795885
gpt,2000_794320,essays,SG,0.9878676384314037
gpt,1999_513945,essays,SG,0.9888770203293191
gpt,2002_680513,essays,SG,0.9720085315764598
gpt,1998_491269,essays,SG,0.9835062625029322
gpt,2003_341,essays,SG,0.975905975526089
gpt,2003_72,essays,SG,0.9893692433092531
gpt,1997_458896,essays,SG,0.9850381543335991
gpt,2003_145,essays,SG,0.963577836957923
gpt,2002_651690,essays,SG,0.982450152175706
gpt,1998_873811,essays,SG,0.9689567958249478
gpt,2004_440,essays,SG,0.96814784895188
gpt,2003_43,essays,SG,0.9625789898493073
gpt,2000_575736,essays,SG,0.9745880268403755
gpt,1997_874080,essays,SG,0.9796736481168797
gpt,2000_916816,essays,SG,0.9664950476518964
gpt,1998_948975,essays,SG,0.9765464673652526
gpt,2000_933158,essays,SG,0.9861063413561847
gpt,2003_234,essays,SG,0.9726383178433654
gpt,2002_830353,essays,SG,0.9792292734194996
gpt,1997_930834,essays,SG,0.9826927008359421
gpt,1999_614052,essays,SG,0.983284488452041
gpt,1998_578686,essays,SG,0.97811996535456
gpt,2003_489,essays,SG,0.9733028914516697
gpt,1999_695361,essays,SG,0.9748281212728735
gpt,1997_568848,essays,SG,0.9914968380865281
gpt,1997_356326,essays,SG,0.9897870208282954
gpt,2000_913207,essays,SG,0.9588093820447214
gpt,2002_673493,essays,SG,0.9850208881924682
gpt,2003_452,essays,SG,0.9905243357135698
gpt,1999_578826,essays,SG,0.9828121038297224
gpt,2000_571136,essays,SG,0.9813267734045126
gpt,2002_833527,essays,SG,0.9903235179741594
gpt,2000_579113,essays,SG,0.9786298247397901
gpt,1998_932270,essays,SG,0.9762018004150479
gpt,1998_458908,essays,SG,0.9734101165899354
gpt,2002_676095,essays,SG,0.9787326161392221
gpt,2000_954203,essays,SG,0.9823917551144983
gpt,2000_722078,essays,SG,0.963695351654162
gpt,2000_626823,essays,SG,0.9851703706522879
gpt,2000_070391,essays,SG,0.9790553990148545
gpt,1997_819301,essays,SG,0.9618804366866205
gpt,2000_092791,essays,SG,0.9859781134684945
gpt,1999_757130,essays,SG,0.9629512825102169
gpt,2004_211,essays,SG,0.9825992890311394
gpt,1998_812901,essays,SG,0.9607309329528635
gpt,1997_959163,essays,SG,0.9688733540148079
gpt,2002_836474,essays,SG,0.9830956078921478
gpt,1999_933177,essays,SG,0.9698060251587015
gpt,1999_781663,essays,SG,0.9725304499924041
gpt,2002_654953,essays,SG,0.987915492947435
gpt,2002_097387,essays,SG,0.9869362034119402
gpt,1999_971941,essays,SG,0.9864236935351415
gpt,2002_659246,essays,SG,0.9791261804961566
gpt,2002_082237,essays,SG,0.9760741041466208
gpt,1997_937003,essays,SG,0.9874117623632876
gpt,2003_346,essays,SG,0.9698274916921977
gpt,1998_576460,essays,SG,0.9880692920889902
gpt,2000_575013,essays,SG,0.9774604958097017
gpt,1998_439361,essays,SG,0.9848181958817532
gpt,2002_938041,essays,SG,0.9709645745026297
gpt,1998_082105,essays,SG,0.978227888825488
gpt,1997_597376,essays,SG,0.9879862807187897
gpt,1999_977955,essays,SG,0.9872904682092973
gpt,1998_517115,essays,SG,0.9839736419934387
gpt,1999_606178,essays,SG,0.9663216627596458
gpt,1999_692095,essays,SG,0.9809535670117118
gpt,2003_240,essays,SG,0.9879028323245254
gpt,1999_903880,essays,SG,0.9718365372584679
gpt,1997_575279,essays,SG,0.9858601014443737
gpt,2002_855878,essays,SG,0.9829640029601443
gpt,1999_550578,essays,SG,0.9775160498320717
gpt,2000_939561,essays,SG,0.9833696793544976
gpt,2000_676072,essays,SG,0.9877927396928425
gpt,1997_140292,essays,SG,0.9653627716033194
gpt,1998_535096,essays,SG,0.9781825895192982
gpt,2000_572513,essays,SG,0.9644866251295718
gpt,2000_576862,essays,SG,0.9741070206571311
gpt,2002_530975,essays,SG,0.9648500826205173
gpt,2003_55,essays,SG,0.9774579487853488
gpt,1999_179025,essays,SG,0.9618435379674597
gpt,2000_791766,essays,SG,0.9739337596307601
gpt,1998_858248,essays,SG,0.9895659893849111
gpt,1997_835986,essays,SG,0.9860311180856309
gpt,2002_695757,essays,SG,0.9849598259981958
gpt,2000_654664,essays,SG,0.9884472709179553
gpt,2002_930254,essays,SG,0.9765981317195395
gpt,1999_034196,essays,SG,0.983557512774778
gpt,1999_685234,essays,SG,0.9837289028941156
gpt,1997_814703,essays,SG,0.9781672519983067
gpt,1997_165590,essays,SG,0.9795612747016412
gpt,2004_490,essays,SG,0.9760163200837676
gpt,1997_996255,essays,SG,0.993025596827567
gpt,2002_841476,essays,SG,0.961805649587419
gpt,1997_783160,essays,SG,0.981600483782911
gpt,1999_558853,essays,SG,0.9686467388228526
gpt,2000_875345,essays,SG,0.986320933421496
gpt,1998_813876,essays,SG,0.9767088489619532
gpt,1999_554638,essays,SG,0.9757855395474364
gpt,2004_89,essays,SG,0.9600174857610735
gpt,1999_877024,essays,SG,0.9641274112782242
gpt,2003_171,essays,SG,0.9805772734502312
gpt,1997_657978,essays,SG,0.982391208183478
gpt,2002_652482,essays,SG,0.9790586905555414
gpt,1999_932586,essays,SG,0.9860718274740973
gpt,2002_836984,essays,SG,0.9780199458547998
gpt,2003_379,essays,SG,0.9781989614608041
gpt,2002_643046,essays,SG,0.9798736946543711
gpt,1998_659134,essays,SG,0.9602126505093616
gpt,2000_838741,essays,SG,0.9915206262488652
gpt,1997_605191,essays,SG,0.9931028083117259
gpt,1998_559695,essays,SG,0.9891258836877774
gpt,2003_188,essays,SG,0.9893422530556601
gpt,2002_930911,essays,SG,0.9718426779732964
gpt,2002_798513,essays,SG,0.9881375980179121
gpt,2003_59,essays,SG,0.9920647622069051
gpt,1999_856386,essays,SG,0.9750491466875406
gpt,2003_155,essays,SG,0.9813196914299217
gpt,2002_663634,essays,SG,0.9854226933227694
gpt,2004_74,essays,SG,0.9883394930659997
gpt,2002_966552,essays,SG,0.9766586832707453
gpt,2000_635601,essays,SG,0.9872016016382954
gpt,2003_47,essays,SG,0.9742446568955929
gpt,2004_119,essays,SG,0.9741962428057249
gpt,1997_451854,essays,SG,0.9393529948509748
gpt,1999_732219,essays,SG,0.973733517817814
gpt,1998_459461,essays,SG,0.965793022708993
gpt,2002_822367,essays,SG,0.9709913477930361
gpt,2003_364,essays,SG,0.9748640239016149
gpt,2003_385,essays,SG,0.9834612312866201
gpt,2003_86,essays,SG,0.9878518444087877
gpt,1999_557740,essays,SG,0.9774256885655505
gpt,2002_924957,essays,SG,0.9722373428159915
gpt,2004_356,essays,SG,0.9728034945211619
gpt,1997_732418,essays,SG,0.9839732383903365
gpt,1999_855682,essays,SG,0.9937585705401796
gpt,2000_594909,essays,SG,0.9812012281055524
gpt,1997_111389,essays,SG,0.9508053748002846
gpt,1997_452377,essays,SG,0.9868245313164835
gpt,2000_672399,essays,SG,0.9764517910241438
gpt,2004_343,essays,SG,0.9597190076092214
gpt,1998_714052,essays,SG,0.9783104136896185
gpt,2000_771081,essays,SG,0.9905565322098293
gpt,2000_952476,essays,SG,0.9870725044737568
gpt,2003_224,essays,SG,0.9815892085738043
gpt,1999_853304,essays,SG,0.9834893487690376
gpt,2003_118,essays,SG,0.9799167000748095
gpt,2003_544,essays,SG,0.9830320429893863
gpt,2000_952851,essays,SG,0.969889493432947
gpt,2000_951548,essays,SG,0.9927153658154266
gpt,2000_892829,essays,SG,0.9762617475690768
gpt,1997_893217,essays,SG,0.9793543722201272
gpt,2004_72,essays,SG,0.9836878927629966
gpt,1998_962325,essays,SG,0.9799746962153258
gpt,2002_108161,essays,SG,0.9630686512500816
gpt,2004_364,essays,SG,0.9825466227016515
gpt,2004_41,essays,SG,0.9864605054131959
gpt,2000_810134,essays,SG,0.9697805450218014
gpt,1999_550680,essays,SG,0.972288995692009
gpt,2003_18,essays,SG,0.9882581820007237
gpt,2000_695312,essays,SG,0.985160954034006
gpt,2002_741268,essays,SG,0.9718113536448005
gpt,2000_908148,essays,SG,0.9836800081840307
gpt,1998_959379,essays,SG,0.9814061662824144
gpt,2003_308,essays,SG,0.9669389173713521
gpt,1997_552216,essays,SG,0.9869154025790141
gpt,2003_198,essays,SG,0.9803281108947058
gpt,2000_895005,essays,SG,0.9795271620354514
gpt,1997_057160,essays,SG,0.9889718483701949
gpt,1997_834761,essays,SG,0.9845034687160121
gpt,2004_28,essays,SG,0.9771849651246172
gpt,1997_918806,essays,SG,0.9862388730110361
gpt,2000_936005,essays,SG,0.9867769421245145
gpt,1999_714263,essays,SG,0.9760278347003857
gpt,2002_796644,essays,SG,0.9813560624787705
gpt,2003_128,essays,SG,0.9765765563343836
gpt,1997_934160,essays,SG,0.9905537398751975
gpt,2000_355626,essays,SG,0.9826328964164879
gpt,2004_1,essays,SG,0.9811950006680531
gpt,2003_238,essays,SG,0.9735860402629367
gpt,1999_560408,essays,SG,0.9737784481891686
gpt,2000_873558,essays,SG,0.9753869076858601
gpt,1997_369589,essays,SG,0.974140127263375
gpt,2003_357,essays,SG,0.9866976563113778
gpt,2000_695512,essays,SG,0.9856239996155505
gpt,1998_899637,essays,SG,0.9846778593096636
gpt,2002_733503,essays,SG,0.9774232230754872
gpt,1999_290145,essays,SG,0.9750638663156593
gpt,2004_34,essays,SG,0.988964388878412
gpt,2004_328,essays,SG,0.976675353986211
gpt,1997_510841,essays,SG,0.9877826275813953
gpt,2002_955033,essays,SG,0.9834884706333364
gpt,2004_103,essays,SG,0.9886584970992748
gpt,2004_147,essays,SG,0.9600523782792723
gpt,2000_894444,essays,SG,0.9796663482538903
gpt,1997_801472,essays,SG,0.9725481510057021
gpt,1999_974189,essays,SG,0.9764348301324084
gpt,1997_854391,essays,SG,0.9843409505485526
gpt,2004_278,essays,SG,0.9652162668445923
gpt,2000_559995,essays,SG,0.992849654276956
gpt,1997_992649,essays,SG,0.9876993787553341
gpt,2002_913929,essays,SG,0.968587599754532
gpt,1999_652329,essays,SG,0.9711139917886346
gpt,1997_499267,essays,SG,0.9873722574704862
gpt,2002_618490,essays,SG,0.9765678555601711
gpt,2000_555436,essays,SG,0.9833663630352643
gpt,2000_995275,essays,SG,0.9770233000590266
gpt,2003_235,essays,SG,0.9740733803744508
gpt,1998_816501,essays,SG,0.9871128588191653
gpt,2003_137,essays,SG,0.982592961199122
gpt,2002_196396,essays,SG,0.9796934877683628
gpt,2000_073482,essays,SG,0.9861822398925864
gpt,1999_890187,essays,SG,0.9906365544872189
gpt,2000_056817,essays,SG,0.9834940881636829
gpt,1998_070315,essays,SG,0.9920524898514188
gpt,1999_877268,essays,SG,0.9896717726833184
gpt,1999_017532,essays,SG,0.9846064106959934
gpt,1998_172542,essays,SG,0.9791347893586968
gpt,2002_972972,essays,SG,0.9737657387157628
